date,spot,strike,option_type,implied_vol,mid_price,bid,ask,volume
2020-02-25,323.63,330.0,put,0.2108,8.38,8.23,8.62,802
2020-02-25,323.63,340.0,call,0.1826,3.13,3.03,3.43,1072
2020-02-25,323.63,340.0,put,0.2153,19.52,19.33,19.68,828
2020-02-26,323.3,300.0,call,0.1683,26.33,26.12,26.39,862
2020-02-26,323.3,300.0,put,0.1891,2.68,2.42,2.63,496
2020-02-26,323.3,310.0,call,0.1617,16.39,16.23,16.39,926
2020-02-26,323.3,310.0,put,0.1878,2.67,2.39,2.77,1064
2020-02-26,323.3,320.0,call,0.1928,5.88,5.76,6.13,1083
2020-02-26,323.3,320.0,put,0.2056,2.17,1.94,2.14,856
2020-02-26,323.3,330.0,call,0.2,2.76,2.47,2.78,742
2020-02-26,323.3,330.0,put,0.2125,9.19,9.01,9.4,892
2020-02-26,323.3,340.0,call,0.1927,2.67,2.3,2.42,839
2020-02-26,323.3,340.0,put,0.1827,19.29,18.98,19.26,688
2020-02-27,323.07,300.0,call,0.1548,26.65,26.32,26.63,932
2020-02-27,323.07,300.0,put,0.163,3.43,3.08,3.4,481
2020-02-27,323.07,310.0,call,0.1728,15.91,15.78,16.11,773
2020-02-27,323.07,310.0,put,0.1889,2.66,2.4,2.52,1149
2020-02-27,323.07,320.0,call,0.1601,4.74,4.41,4.55,941
2020-02-27,323.07,320.0,put,0.2076,2.54,2.35,2.7,937
2020-02-27,323.07,330.0,call,0.1669,2.24,1.97,2.37,996
2020-02-27,323.07,330.0,put,0.2103,8.81,8.53,8.75,862
2020-02-27,323.07,340.0,call,0.1909,3.05,2.83,3.2,1357
2020-02-27,323.07,340.0,put,0.1807,20.12,19.76,19.9,640
2020-02-28,324.39,300.0,call,0.1529,27.32,26.93,27.28,653
2020-02-28,324.39,300.0,put,0.1679,3.12,3.02,3.31,723
2020-02-28,324.39,310.0,call,0.1549,17.39,17.27,17.37,725
2020-02-28,324.39,310.0,put,0.1961,2.73,2.35,2.48,1136
2020-02-28,324.39,320.0,call,0.1711,6.85,6.65,6.79,736
2020-02-28,324.39,320.0,put,0.1827,1.97,1.77,2.02,766
2020-02-28,324.39,330.0,call,0.1842,1.86,1.67,1.89,612
2020-02-28,324.39,330.0,put,0.1898,7.46,7.29,7.58,930
2020-02-28,324.39,340.0,call,0.201,2.79,2.65,2.77,909
2020-02-28,324.39,340.0,put,0.2004,18.55,18.29,18.56,963
2020-03-02,323.95,300.0,call,0.1746,27.37,27.15,27.49,783
2020-03-02,323.95,300.0,put,0.1767,3.04,2.71,2.82,366
2020-03-02,323.95,310.0,call,0.1684,17.12,16.92,17.17,800
2020-03-02,323.95,310.0,put,0.1675,2.63,2.34,2.6,880
2020-03-02,323.95,320.0,call,0.1788,5.76,5.65,5.86,917
2020-03-02,323.95,320.0,put,0.1788,2.18,1.81,2.19,755
2020-03-02,323.95,330.0,call,0.1631,2.45,2.28,2.58,781
2020-03-02,323.95,330.0,put,0.2004,8.7,8.36,8.51,382
2020-03-02,323.95,340.0,call,0.1698,3.04,2.78,3.18,900
2020-03-02,323.95,340.0,put,0.1895,19.23,18.98,19.35,969
2020-03-03,324.57,300.0,call,0.1877,27.9,27.51,27.66,554
2020-03-03,324.57,300.0,put,0.1968,3.3,2.94,3.23,894
2020-03-03,324.57,310.0,call,0.1732,17.19,16.98,17.17,923
2020-03-03,324.57,310.0,put,0.1842,3.09,2.72,3.1,1297
2020-03-03,324.57,320.0,call,0.1672,6.64,6.35,6.55,1008
2020-03-03,324.57,320.0,put,0.1897,2.27,1.96,2.09,1065
2020-03-03,324.57,330.0,call,0.1996,2.25,1.94,2.22,551
2020-03-03,324.57,330.0,put,0.1763,7.7,7.54,7.76,606
2020-03-03,324.57,340.0,call,0.1882,2.63,2.41,2.73,1282
2020-03-03,324.57,340.0,put,0.2019,17.86,17.59,17.71,934
2020-03-04,324.58,300.0,call,0.1753,27.72,27.53,27.83,1173
2020-03-04,324.58,300.0,put,0.1731,3.59,3.46,3.58,639
2020-03-04,324.58,310.0,call,0.192,17.57,17.29,17.56,645
2020-03-04,324.58,310.0,put,0.1968,2.71,2.54,2.84,1199
2020-03-04,324.58,320.0,call,0.1868,7.3,6.96,7.09,1191
2020-03-04,324.58,320.0,put,0.191,2.06,1.74,2.02,775
2020-03-04,324.58,330.0,call,0.1665,2.33,2.22,2.56,944
2020-03-04,324.58,330.0,put,0.1764,7.78,7.56,7.7,510
2020-03-04,324.58,340.0,call,0.2034,3.21,2.83,3.09,887
2020-03-04,324.58,340.0,put,0.1895,18.6,18.32,18.49,700
2020-03-05,323.47,300.0,call,0.1574,26.63,26.44,26.76,789
2020-03-05,323.47,300.0,put,0.1942,3.34,2.95,3.1,880
2020-03-05,323.47,310.0,call,0.1881,15.66,15.4,15.64,1057
2020-03-05,323.47,310.0,put,0.1741,3.07,2.76,3.12,1061
2020-03-05,323.47,320.0,call,0.1929,5.93,5.61,5.71,884
2020-03-05,323.47,320.0,put,0.1914,1.68,1.54,1.79,906
2020-03-05,323.47,330.0,call,0.1649,2.15,1.98,2.13,632
2020-03-05,323.47,330.0,put,0.1825,9.01,8.69,8.99,1177
2020-03-05,323.47,340.0,call,0.1758,2.68,2.5,2.76,937
2020-03-05,323.47,340.0,put,0.2004,18.93,18.72,19.11,772
2020-03-06,324.69,300.0,call,0.1515,28.28,27.97,28.35,596
2020-03-06,324.69,300.0,put,0.1935,3.27,2.94,3.09,851
2020-03-06,324.69,310.0,call,0.1554,17.37,17.17,17.42,577
2020-03-06,324.69,310.0,put,0.1921,2.62,2.48,2.79,1130
2020-03-06,324.69,320.0,call,0.1793,6.58,6.47,6.76,539
2020-03-06,324.69,320.0,put,0.1843,2.2,1.98,2.11,773
2020-03-06,324.69,330.0,call,0.1841,1.89,1.59,1.91,866
2020-03-06,324.69,330.0,put,0.1823,7.67,7.45,7.82,916
2020-03-06,324.69,340.0,call,0.1896,2.79,2.62,2.75,881
2020-03-06,324.69,340.0,put,0.1829,17.77,17.5,17.79,758
2020-03-09,324.49,300.0,call,0.1636,27.85,27.67,28.01,626
2020-03-09,324.49,300.0,put,0.1589,3.07,2.74,2.9,590
2020-03-09,324.49,310.0,call,0.1785,17.68,17.45,17.71,805
2020-03-09,324.49,310.0,put,0.1722,2.7,2.42,2.77,823
2020-03-09,324.49,320.0,call,0.1694,6.54,6.22,6.52,709
2020-03-09,324.49,320.0,put,0.1713,1.85,1.6,1.88,400
2020-03-09,324.49,330.0,call,0.1889,2.01,1.87,2.25,802
2020-03-09,324.49,330.0,put,0.1841,7.81,7.52,7.84,837
2020-03-09,324.49,340.0,call,0.1736,2.78,2.58,2.9,568
2020-03-09,324.49,340.0,put,0.1854,18.78,18.52,18.75,1082
2020-03-10,325.16,300.0,call,0.1626,27.96,27.73,27.92,670
2020-03-10,325.16,300.0,put,0.1906,3.25,3.1,3.24,592
2020-03-10,325.16,310.0,call,0.1753,17.69,17.53,17.91,1085
2020-03-10,325.16,310.0,put,0.1839,3.2,2.85,3.04,1141
2020-03-10,325.16,320.0,call,0.1762,7.01,6.8,7.18,920
2020-03-10,325.16,320.0,put,0.1691,2.62,2.31,2.59,889
2020-03-10,325.16,330.0,call,0.181,2.0,1.72,2.03,831
2020-03-10,325.16,330.0,put,0.1974,7.26,6.99,7.31,685
2020-03-10,325.16,340.0,call,0.1881,3.2,2.9,3.19,910
2020-03-10,325.16,340.0,put,0.2015,17.85,17.71,18.0,809
2020-03-11,324.13,300.0,call,0.1785,27.65,27.36,27.48,770
2020-03-11,324.13,300.0,put,0.1767,3.49,3.22,3.62,955
2020-03-11,324.13,310.0,call,0.1813,16.47,16.08,16.2,658
2020-03-11,324.13,310.0,put,0.1786,2.23,2.04,2.21,1047
2020-03-11,324.13,320.0,call,0.189,6.42,6.28,6.64,840
2020-03-11,324.13,320.0,put,0.2029,2.47,2.24,2.5,970
2020-03-11,324.13,330.0,call,0.2021,2.5,2.19,2.49,1252
2020-03-11,324.13,330.0,put,0.1849,8.11,7.82,7.99,766
2020-03-11,324.13,340.0,call,0.1938,3.2,3.01,3.22,612
2020-03-11,324.13,340.0,put,0.2037,18.22,17.89,18.08,861
2020-03-12,324.49,300.0,call,0.1647,27.83,27.56,27.82,813
2020-03-12,324.49,300.0,put,0.162,3.11,2.93,3.18,820
2020-03-12,324.49,310.0,call,0.1716,17.23,17.09,17.34,916
2020-03-12,324.49,310.0,put,0.1634,2.56,2.25,2.61,762
2020-03-12,324.49,320.0,call,0.1621,6.25,6.06,6.35,957
2020-03-12,324.49,320.0,put,0.1989,1.85,1.56,1.73,714
2020-03-12,324.49,330.0,call,0.1932,2.69,2.46,2.77,563
2020-03-12,324.49,330.0,put,0.1892,7.87,7.47,7.74,1108
2020-03-12,324.49,340.0,call,0.1859,2.37,1.99,2.25,711
2020-03-12,324.49,340.0,put,0.1873,18.42,18.29,18.41,522
2020-03-13,325.51,300.0,call,0.1713,28.59,28.33,28.6,798
2020-03-13,325.51,300.0,put,0.163,2.87,2.54,2.78,797
2020-03-13,325.51,310.0,call,0.1602,18.16,17.86,18.1,348
2020-03-13,325.51,310.0,put,0.1783,2.38,2.25,2.57,666
2020-03-13,325.51,320.0,call,0.1697,7.41,7.08,7.45,1021
2020-03-13,325.51,320.0,put,0.1969,2.02,1.67,1.98,966
2020-03-13,325.51,330.0,call,0.18,1.89,1.71,2.06,954
2020-03-13,325.51,330.0,put,0.1951,6.77,6.67,6.81,1071
2020-03-13,325.51,340.0,call,0.1796,2.85,2.64,2.82,633
2020-03-13,325.51,340.0,put,0.201,17.27,17.06,17.29,948
2020-03-16,326.43,300.0,call,0.1703,30.23,29.95,30.13,574
2020-03-16,326.43,300.0,put,0.1909,3.56,3.2,3.52,781
2020-03-16,326.43,310.0,call,0.1619,19.03,18.88,19.24,943
2020-03-16,326.43,310.0,put,0.1627,2.8,2.46,2.77,696
2020-03-16,326.43,320.0,call,0.1838,8.28,8.15,8.47,852
2020-03-16,326.43,320.0,put,0.1994,2.77,2.49,2.76,684
2020-03-16,326.43,330.0,call,0.1631,2.09,1.85,2.24,771
2020-03-16,326.43,330.0,put,0.1945,5.31,4.91,5.21,811
2020-03-16,326.43,340.0,call,0.1955,2.87,2.49,2.71,785
2020-03-16,326.43,340.0,put,0.1777,16.22,15.9,16.22,879
2020-03-17,324.94,300.0,call,0.1722,28.52,28.16,28.49,527
2020-03-17,324.94,300.0,put,0.1856,2.81,2.7,2.9,952
2020-03-17,324.94,310.0,call,0.1783,17.57,17.28,17.61,821
2020-03-17,324.94,310.0,put,0.2014,2.8,2.51,2.8,638
2020-03-17,324.94,320.0,call,0.1845,6.84,6.54,6.77,1110
2020-03-17,324.94,320.0,put,0.2065,2.74,2.39,2.67,738
2020-03-17,324.94,330.0,call,0.1866,2.22,2.01,2.24,1046
2020-03-17,324.94,330.0,put,0.1793,6.85,6.62,6.85,650
2020-03-17,324.94,340.0,call,0.1702,2.48,2.28,2.49,717
2020-03-17,324.94,340.0,put,0.2104,17.81,17.69,17.82,717
2020-03-18,326.27,300.0,call,0.1481,29.73,29.58,29.88,1246
2020-03-18,326.27,300.0,put,0.1744,3.25,3.06,3.29,765
2020-03-18,326.27,310.0,call,0.1902,18.62,18.38,18.75,878
2020-03-18,326.27,310.0,put,0.1945,2.6,2.26,2.45,861
2020-03-18,326.27,320.0,call,0.1582,8.9,8.7,8.94,1069
2020-03-18,326.27,320.0,put,0.2,2.03,1.65,1.94,906
2020-03-18,326.27,330.0,call,0.1838,1.89,1.53,1.76,1239
2020-03-18,326.27,330.0,put,0.1866,5.71,5.59,5.7,920
2020-03-18,326.27,340.0,call,0.1686,3.06,2.7,2.94,895
2020-03-18,326.27,340.0,put,0.2148,16.48,16.14,16.26,853
2020-03-19,324.97,300.0,call,0.1786,27.83,27.48,27.86,709
2020-03-19,324.97,300.0,put,0.1862,3.19,2.94,3.31,840
2020-03-19,324.97,310.0,call,0.1741,17.35,17.14,17.49,718
2020-03-19,324.97,310.0,put,0.1828,2.28,1.92,2.09,794
2020-03-19,324.97,320.0,call,0.1867,7.71,7.34,7.6,660
2020-03-19,324.97,320.0,put,0.1894,2.66,2.49,2.8,1076
2020-03-19,324.97,330.0,call,0.1686,2.16,1.83,2.04,760
2020-03-19,324.97,330.0,put,0.1875,6.79,6.65,6.97,982
2020-03-19,324.97,340.0,call,0.1952,2.9,2.76,2.89,570
2020-03-19,324.97,340.0,put,0.1825,18.25,17.9,18.26,815
2020-03-20,323.98,300.0,call,0.1743,27.5,27.3,27.7,1093
2020-03-20,323.98,300.0,put,0.1638,2.95,2.79,2.92,999
2020-03-20,323.98,310.0,call,0.1798,16.43,16.09,16.42,1133
2020-03-20,323.98,310.0,put,0.2026,2.76,2.65,2.85,708
2020-03-20,323.98,320.0,call,0.1738,6.65,6.42,6.6,938
2020-03-20,323.98,320.0,put,0.1699,2.68,2.36,2.76,372
2020-03-20,323.98,330.0,call,0.189,1.81,1.51,1.68,1262
2020-03-20,323.98,330.0,put,0.2074,8.53,8.35,8.73,766
2020-03-20,323.98,340.0,call,0.2009,2.93,2.78,2.94,555
2020-03-20,323.98,340.0,put,0.1943,19.13,18.83,19.01,690
2020-03-23,322.57,300.0,call,0.173,25.53,25.16,25.33,673
2020-03-23,322.57,300.0,put,0.1974,3.27,2.94,3.31,760
2020-03-23,322.57,310.0,call,0.1719,15.25,15.02,15.31,611
2020-03-23,322.57,310.0,put,0.1783,2.9,2.79,3.0,1120
2020-03-23,322.57,320.0,call,0.1779,5.1,4.78,5.1,519
2020-03-23,322.57,320.0,put,0.1977,2.26,1.88,2.21,474
2020-03-23,322.57,330.0,call,0.1643,2.74,2.58,2.9,629
2020-03-23,322.57,330.0,put,0.1799,9.73,9.33,9.68,903
2020-03-23,322.57,340.0,call,0.1982,3.01,2.85,2.97,1198
2020-03-23,322.57,340.0,put,0.1788,20.71,20.39,20.52,620
2020-03-24,321.54,300.0,call,0.1563,24.37,24.0,24.23,595
2020-03-24,321.54,300.0,put,0.1778,2.83,2.64,2.82,749
2020-03-24,321.54,310.0,call,0.1656,14.22,14.11,14.49,564
2020-03-24,321.54,310.0,put,0.1811,2.81,2.48,2.8,779
2020-03-24,321.54,320.0,call,0.1978,3.53,3.4,3.74,789
2020-03-24,321.54,320.0,put,0.1889,2.39,2.01,2.21,755
2020-03-24,321.54,330.0,call,0.1831,2.37,2.05,2.36,673
2020-03-24,321.54,330.0,put,0.1977,10.41,10.2,10.39,820
2020-03-24,321.54,340.0,call,0.1719,2.52,2.18,2.42,1121
2020-03-24,321.54,340.0,put,0.1919,21.33,21.02,21.17,1137
2020-03-25,322.38,300.0,call,0.1826,25.49,25.18,25.5,1145
2020-03-25,322.38,300.0,put,0.1732,3.13,2.91,3.17,782
2020-03-25,322.38,310.0,call,0.1896,14.6,14.23,14.48,1084
2020-03-25,322.38,310.0,put,0.1716,2.15,1.91,2.18,1169
2020-03-25,322.38,320.0,call,0.1608,4.63,4.36,4.63,964
2020-03-25,322.38,320.0,put,0.174,2.09,1.88,2.08,891
2020-03-25,322.38,330.0,call,0.1991,2.51,2.38,2.68,990
2020-03-25,322.38,330.0,put,0.2046,10.15,9.91,10.13,795
2020-03-25,322.38,340.0,call,0.1774,2.8,2.62,2.87,597
2020-03-25,322.38,340.0,put,0.1846,20.81,20.48,20.77,434
2020-03-26,321.46,300.0,call,0.1521,24.17,23.97,24.16,867
2020-03-26,321.46,300.0,put,0.1658,3.55,3.24,3.58,629
2020-03-26,321.46,310.0,call,0.1742,13.63,13.35,13.58,764
2020-03-26,321.46,310.0,put,0.1769,2.35,2.14,2.45,877
2020-03-26,321.46,320.0,call,0.1639,3.41,3.08,3.27,1046
2020-03-26,321.46,320.0,put,0.1768,2.22,1.93,2.08,485
2020-03-26,321.46,330.0,call,0.1866,2.4,2.23,2.54,1137
2020-03-26,321.46,330.0,put,0.1785,10.85,10.72,10.96,539
2020-03-26,321.46,340.0,call,0.1958,3.13,3.01,3.14,543
2020-03-26,321.46,340.0,put,0.2036,21.06,20.94,21.21,519
2020-03-27,320.61,300.0,call,0.1796,23.44,23.09,23.46,494
2020-03-27,320.61,300.0,put,0.1903,3.16,2.87,3.09,739
2020-03-27,320.61,310.0,call,0.1904,12.82,12.67,12.99,858
2020-03-27,320.61,310.0,put,0.2008,2.39,2.07,2.43,1035
2020-03-27,320.61,320.0,call,0.186,2.23,1.98,2.32,1021
2020-03-27,320.61,320.0,put,0.1719,1.88,1.63,2.01,796
2020-03-27,320.61,330.0,call,0.1673,2.89,2.66,2.79,801
2020-03-27,320.61,330.0,put,0.1801,11.6,11.34,11.64,698
2020-03-27,320.61,340.0,call,0.2041,3.06,2.77,3.01,505
2020-03-27,320.61,340.0,put,0.1905,22.15,21.86,22.15,792
2020-03-30,319.65,300.0,call,0.158,22.68,22.33,22.52,828
2020-03-30,319.65,300.0,put,0.1814,3.01,2.73,2.99,856
2020-03-30,319.65,310.0,call,0.1815,12.5,12.3,12.64,826
2020-03-30,319.65,310.0,put,0.1849,2.5,2.18,2.29,977
2020-03-30,319.65,320.0,call,0.1897,2.32,2.22,2.49,908
2020-03-30,319.65,320.0,put,0.205,1.92,1.55,1.85,812
2020-03-30,319.65,330.0,call,0.1958,2.69,2.36,2.68,949
2020-03-30,319.65,330.0,put,0.1905,13.02,12.76,13.06,684
2020-03-30,319.65,340.0,call,0.1849,2.94,2.72,2.83,778
2020-03-30,319.65,340.0,put,0.2156,23.6,23.38,23.71,541
2020-03-31,318.34,300.0,call,0.1763,21.69,21.32,21.51,768
2020-03-31,318.34,300.0,put,0.1963,2.76,2.54,2.74,964
2020-03-31,318.34,310.0,call,0.1665,11.13,10.9,11.16,652
2020-03-31,318.34,310.0,put,0.182,2.81,2.63,2.94,905
2020-03-31,318.34,320.0,call,0.1694,2.49,2.25,2.44,504
2020-03-31,318.34,320.0,put,0.2051,4.05,3.91,4.3,942
2020-03-31,318.34,330.0,call,0.1849,3.03,2.88,3.26,941
2020-03-31,318.34,330.0,put,0.1867,14.58,14.43,14.79,1177
2020-03-31,318.34,340.0,call,0.1973,2.7,2.32,2.55,955
2020-03-31,318.34,340.0,put,0.183,24.28,23.96,24.09,1152
